Age,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
,0.5413323751501631,0.26375655774343043,0.5534265201783966,0.39102510248127814,0.6167086296508973,0.4557500931296898,0.5362415929320934,0.6140389244206039,0.38689766204675907,0.5214173433086314
,0.7917453234940792,0.4263015503328863,0.37353421081257476,0.7706302417544215,0.22642342859666945,0.33061039859507213,0.4180345701285436,0.5192461316278111,0.31611367772644544,0.6815445165407935
,0.6742942337394886,0.4907097654503964,0.4709398455346459,0.5632602807190347,0.46103920962351097,0.751104252035549,0.6732419776342147,0.6776975448731175,0.44786644267114656,0.6474547624957155
,0.6477100137291917,0.3964997529818618,0.46765038616338517,0.3574604921998349,0.5836933315664709,0.6299957426427546,0.532734170834273,0.536929922288701,0.7228335433291334,0.6244832110059213
,0.7005105543161146,0.33507657562283855,0.3992711845969759,0.3286397149354694,0.4641871696335232,0.5902147304560694,0.29363384317419045,0.5599174747266351,0.671132577348453,0.48390242172818493
,0.6098989617298781,0.573905474392453,0.44017839660611335,0.7150223793038516,0.26008215910596755,0.7810121866851153,0.5264210763700038,0.715081493707448,0.7131037379252415,0.6467349809121961
,0.8293397116869745,0.23193826899098968,0.48769498531491345,0.6064718918840623,0.6682715667653164,0.6265965089670588,0.5689412732313651,0.4713541021937969,0.5083368332633347,0.631350092779728
,0.805774841256221,0.37795574846495866,0.4905341020341564,0.3966148586989586,0.36227454098384787,0.5857671225586718,0.30207075865911415,0.3999669898906541,0.47958140837183255,0.4846742072356369
,0.5841772138321607,0.36102053779377513,0.6638420537365386,0.7621565247620841,0.5399958773208474,0.29715023149380027,0.6135866176724195,0.47360429131421505,0.6632367352652948,0.5331170442860689
,0.5585550025742234,0.40277601336250496,0.49327966931360817,0.5893593290554341,0.4467719422235964,0.5598145388749934,0.4152527758247881,0.6917543497696171,0.3271594568108638,0.5573768748005531
,0.46857731251072593,0.5540852094949067,0.6006298270423148,0.3753943537523357,0.39633228793969105,0.9378026714916715,0.4551642943369195,0.6224138642459255,0.3676844463110738,0.7923743336997247
,0.5852443367084263,0.39458677394311525,0.6659523550527575,0.5641887683416139,0.8908078978753478,0.7000066521206961,0.21527400076940426,0.26353070627879793,0.2073358532829343,0.5732874753276839
,0.8228934271494766,0.14262356788293692,0.482702055912107,0.36733925286440605,0.46127331890395623,0.7613219094247247,0.25335951076502666,0.318836393645554,0.671622567548649,0.5052204848183999
,0.6346898060751673,0.29540781518338155,0.2385293157837485,0.7271318278604226,0.4366712310614426,0.30883135543611306,0.5337078651685393,0.7808266281548726,0.39048159036819263,0.47763594889432565
,0.6063969452548481,0.31522337497353375,0.4916033938866528,0.12371626808812665,0.5814111341784826,0.6307860145814486,0.5193942931430163,0.5727198954679871,0.5313327733445331,0.45205592785637466
,0.6219720696756479,0.2876961441644905,0.40659197215272486,0.3883569680026652,0.3739638087665827,0.45223777340216065,0.5267779207513631,0.49261261261261274,0.7293154136917263,0.7314233710361782
,0.4325767976660374,0.39610958195120805,0.4906798651147612,0.45504758318003397,0.4834518603589675,0.643315949124581,0.12520064205457465,0.3510487586823466,0.5360912781744366,0.3447860156720916
